"","x","y","key","Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"675",70,60.45,"sntl_777","Spirit Lake",777,"Washington","SNOTEL","Skamania",3520,46.26113,-122.1772,170800050502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,95,193,105,207,100,48,51,3,69,12,26,"",6.1,3,5.52,2.8,0,20.3,"2003, 2015, 2018, more","1985",37
"676",137.29,79.45,"sntl_984","Spruce Springs",984,"Washington","SNOTEL","Garfield",5700,46.18287,-117.54155,170601030201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,66,71,90,95,100,56,61,-0.45,37,13,8,"",13.4,12.6,9.91,9.35,2.2,21.7,"2015","2008",20
"677",87.9,42.71,"sntl_788","Stampede Pass",788,"Washington","SNOTEL","King",3850,47.27427,-121.34162,171100130103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.4,93,97,102,102,100,70,74,0.5,55,18,21,"",31.6,30.4,28.74,28.9,4.3,54.6,"2005","1997",39
"678",94.12,33.86,"sntl_791","Stevens Pass",791,"Washington","SNOTEL","King",3950,47.74607,-121.09288,171100090102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",34.2,114,113,118,120,100,86,86,5.6,73,12,30,"",29.9,30.2,28.9,28.6,3.3,48.8,"1981","1997",41
"679",103.11,17.91,"sntl_975","Swamp Creek",975,"Washington","SNOTEL","Skagit",3930,48.57142,-120.78267,171100050503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.5,114,116,113,114,100,81,82,1.85,71,7,16,"",13.6,13.4,13.75,13.65,3.1,21.2,"2005","2000",22
"680",69.33,62.45,"sntl_1012","Swift Creek",1012,"Washington","SNOTEL","Skamania",4440,46.1638,-122.18402,170800020304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",49.3,136,121,121,112,100,69,68,5.2,72,6,14,"",36.3,40.9,40.86,44.1,3.2,70.7,"2015","2008",19
"681",86.4,41.01,"sntl_899","Tinkham Creek",899,"Washington","SNOTEL","King",2990,47.33198,-121.46975,171100120101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",21.6,104,100,109,105,100,75,76,0.95,56,13,16,"",20.8,21.6,19.75,20.65,1.3,39.5,"2015","2008",28
"682",132.43,79.75,"sntl_824","Touchet",824,"Washington","SNOTEL","Columbia",5530,46.11868,-117.8505,170701020303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.5,84,89,90,95,100,61,65,-1.1,42,23,17,"",24.5,23.1,22.72,21.6,6.5,43.7,"2005","1997",39
"683",99.41,27.97,"sntl_1171","Trinity",1171,"Washington","SNOTEL","Chelan",2930,48.0747,-120.8493,170200110302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",30.4,NA,NA,123,118,100,91,90,4.6,100,1,11,"Highest",NA,NA,24.81,25.8,13.6,30.4,"2014","2021",11
"684",102.7,47.58,"sntl_832","Trough",832,"Washington","SNOTEL","Kittitas",5480,47.23328,-120.29412,170200100402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,114,110,108,110,88,75,82,0.8,64,16,28,"",7.8,8.1,8.23,8.1,0.5,14.7,"2005","1995",43
"685",101.9,46.16,"sntl_841","Upper Wheeler",841,"Washington","SNOTEL","Chelan",4330,47.28734,-120.37015,170200100310,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,88,86,93,99,100,67,66,-0.05,49,21,20,"",9.8,10,9.27,8.65,5.6,14.2,"2014","1999",40
"686",62.27,20.39,"sntl_974","Waterhole",974,"Washington","SNOTEL","Clallam",5010,47.94485,-123.42594,171100200506,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",38.6,137,130,142,131,100,93,88,9.2,86,4,19,"",28.1,29.6,27.15,29.4,1.7,44,"2015","2008",22
"687",90.67,7.97,"sntl_909","Wells Creek",909,"Washington","SNOTEL","Whatcom",4030,48.8661,-121.78976,171100040103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.2,129,120,131,128,100,83,82,6.35,80,6,20,"",22.7,24.4,22.37,22.85,5.3,35.2,"2015","1999",26
"688",83.73,55.73,"sntl_863","White Pass E.S.",863,"Washington","SNOTEL","Yakima",4440,46.64142,-121.38153,170300020301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.7,113,117,117,119,100,84,86,3.15,72,12,28,"",17.5,16.9,16.89,16.55,2.5,41.8,"2005","1997",40
"689",277.57,134.74,"sntl_309","Bald Mtn.",309,"Wyoming","SNOTEL","Big Horn",9380,44.8007,-107.84442,100800100501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.3,95,102,94,96,100,53,54,-0.5,45,24,20,"",13,12.1,13.07,12.8,7.8,20.8,"2016","1990",43
"690",235.06,147.7,"sntl_314","Base Camp",314,"Wyoming","SNOTEL","Teton",7060,43.94019,-110.44544,170401010304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.8,101,107,99,102,100,71,78,0.2,55,19,22,"",12.7,12,12.95,12.6,6.5,24.7,"2001","1997",41
"691",276.76,216.87,"sntl_317","Battle Mountain",317,"Wyoming","SNOTEL","Carbon",7440,41.05413,-107.26609,140500030109,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,74,78,77,81,100,51,50,-1.5,20,29,8,"",8.4,8,8.08,7.7,3.5,14.1,"1987, 2018","1997",36
"692",287.24,155.91,"sntl_325","Bear Trap Meadow",325,"Wyoming","SNOTEL","Johnson",8200,43.88743,-107.06135,100902010205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4,105,108,94,105,98,57,60,0.2,57,18,23,"",3.8,3.7,4.25,3.8,2.2,7.3,"1987","2014",41
"693",251.7,128.14,"sntl_326","Beartooth Lake",326,"Wyoming","SNOTEL","Park",9360,44.94307,-109.56743,100700060206,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.3,103,109,101,104,100,62,65,0.7,60,17,24,"",15.8,15,16.18,15.6,8.5,30.2,"2001","2018",41
"694",286.85,140.72,"sntl_931","Big Goose",931,"Wyoming","SNOTEL","Sheridan",7990,44.57924,-107.20068,100901010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5,91,91,94,96,100,47,50,-0.2,36,15,8,"",5.5,5.5,5.3,5.2,3,7.5,"2016","2012",23
"695",249.44,178.3,"sntl_342","Big Sandy Opening",342,"Wyoming","SNOTEL","Sublette",9080,42.6458,-109.25965,140401040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.5,71,75,70,73,100,45,47,-2.35,15,34,5,"",9.2,8.7,9.23,8.85,5,17,"1981","2017",40
"696",285.68,217.86,"sntl_1119","Blackhall Mtn",1119,"Wyoming","SNOTEL","Carbon",9820,41.05616,-106.71384,101800020504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.2,NA,NA,90,96,100,53,53,-0.75,45,7,6,"",NA,NA,20.28,18.95,15.4,29.8,"2012","2017",12
"697",246.49,139.82,"sntl_350","Blackwater",350,"Wyoming","SNOTEL","Park",9780,44.37667,-109.79333,100800120209,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.6,91,95,87,92,100,50,54,-1.3,33,27,14,"",16.1,15.3,16.69,15.9,8.8,30.8,"2001","1997",40
"698",229.27,168.32,"sntl_353","Blind Bull Sum",353,"Wyoming","SNOTEL","Sublette",8650,42.964,-110.60973,140401010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.3,84,93,82,92,100,51,55,-1.2,30,29,13,"",17,15.4,17.47,15.5,9.6,34.4,"1992","1997",41
"699",281.27,137.86,"sntl_358","Bone Springs Div",358,"Wyoming","SNOTEL","Sheridan",9350,44.67888,-107.5811,100800100102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.9,101,105,100,102,100,56,58,0.2,55,19,23,"",10.8,10.4,10.9,10.7,6.7,14.9,"2016","1990",41
"700",294.18,212.15,"sntl_367","Brooklyn Lake",367,"Wyoming","SNOTEL","Albany",10240,41.35885,-106.23209,101800100502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.1,109,115,104,108,100,58,59,1.15,67,14,26,"",13.9,13.1,14.58,13.95,7.5,28,"1981","1997",40
"701",282.35,135.62,"sntl_377","Burgess Junction",377,"Wyoming","SNOTEL","Sheridan",7880,44.78765,-107.52917,100901010202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,97,99,99,100,100,52,54,0,51,20,20,"",7.3,7.2,7.19,7.1,4,10.5,"2016","1990",40
"702",246.26,154.71,"sntl_379","Burroughs Creek",379,"Wyoming","SNOTEL","Fremont",8750,43.69733,-109.67021,100800010102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,NA,NA,70,76,100,45,49,-2.2,15,36,6,"",NA,NA,10.12,9.3,4.9,20.4,"2019","1997",42
"703",236.62,130.8,"sntl_384","Canyon",384,"Wyoming","SNOTEL","Park",7870,44.71961,-110.51084,100700010705,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.7,93,98,92,97,99,60,65,-0.3,45,23,18,"",9.4,8.9,9.47,9,5,19.7,"1981","1997",41
"704",296.04,182.18,"sntl_389","Casper Mtn.",389,"Wyoming","SNOTEL","Natrona",7900,42.73389,-106.31861,101800070804,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.4,60,66,61,67,100,32,33,-2.7,3,38,2,"2nd Lowest",9,8.2,8.88,8.1,3.6,16.3,"2013","1997",39
"705",250.73,155.85,"sntl_1130","Castle Creek",1130,"Wyoming","SNOTEL","Fremont",8400,43.6748,-109.3774,100800010401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.8,NA,NA,74,83,100,50,48,-0.8,30,8,3,"",NA,NA,5.16,4.6,2.3,10,"2019","2017",11
"706",293.92,214.77,"sntl_1046","Cinnabar Park",1046,"Wyoming","SNOTEL","Albany",9574,41.23837,-106.23095,101800100503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.5,73,78,78,81,100,54,51,-2.7,6,17,2,"2nd Lowest",15.7,14.7,14.67,14.2,10.8,20.4,"2013","2011",18
"707",288.55,144.76,"sntl_402","Cloud Peak Reservoir",402,"Wyoming","SNOTEL","Johnson",9860,44.40343,-107.06057,100902060301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.7,92,95,93,94,100,47,49,-0.6,36,28,14,"",9.5,9.2,9.4,9.3,5,13.7,"2016","1986",43
"708",248.45,164.28,"sntl_405","Cold Springs",405,"Wyoming","SNOTEL","Fremont",9630,43.27676,-109.44585,100800010702,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.7,73,76,70,70,100,42,46,-1.55,22,30,7,"",5.1,4.9,5.31,5.25,2.3,9.3,"2001","2017",38
"709",329.56,147.17,"sntl_982","Cole Canyon",982,"Wyoming","SNOTEL","Crook",5910,44.48632,-104.41057,101202030302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.3,55,56,60,62,100,37,39,-1.4,5,19,2,"2nd Lowest",4.2,4.1,3.84,3.7,1.9,6.6,"2005","2011",20
"710",224.98,174.66,"sntl_419","Cottonwood Creek",419,"Wyoming","SNOTEL","Lincoln",7670,42.6459,-110.81482,170401050102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.3,95,101,93,100,100,61,63,0,50,19,19,"",15,14.1,15.36,14.3,9.8,24.3,"1992, 1994","1996",37
"711",307.58,216.4,"sntl_1045","Crow Creek",1045,"Wyoming","SNOTEL","Albany",8330,41.2287,-105.38278,101900090104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.1,18,19,22,20,79,15,15,-4.4,0,18,1,"Lowest",6,5.9,4.92,5.5,1.1,8.9,"2021","2011",18
"712",254.9,180.27,"sntl_923","Deer Park",923,"Wyoming","SNOTEL","Fremont",9700,42.59076,-108.90273,100800030101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,53,62,58,66,87,32,36,-3.1,0,23,1,"Lowest",11.2,9.5,10.22,9,5.9,22.9,"2021","2017",23
"713",279.23,211.67,"sntl_449","Divide Peak",449,"Wyoming","SNOTEL","Carbon",8880,41.30398,-107.15241,140500030203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10,75,73,77,75,100,46,47,-3.3,20,33,7,"",13.3,13.7,12.93,13.3,5.3,20.2,"2015","1997",41
"714",285.38,140.64,"sntl_451","Dome Lake",451,"Wyoming","SNOTEL","Sheridan",8880,44.57462,-107.29537,100901010102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.4,95,99,95,97,100,51,55,-0.2,43,25,18,"",7.8,7.5,7.79,7.6,3.1,11.1,"2016","1990",43
"715",236.18,165.69,"sntl_460","East Rim Divide",460,"Wyoming","SNOTEL","Sublette",7930,43.13097,-110.2023,170401030203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.5,87,92,81,86,100,54,59,-1.05,26,27,10,"",7.5,7.1,8.04,7.55,3.7,15.3,"1994, 2010","2017",36
"716",242.71,169.4,"sntl_468","Elkhart Park G.S.",468,"Wyoming","SNOTEL","Sublette",9400,43.00657,-109.75893,140401020103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,79,83,78,82,100,49,50,-1.5,15,35,6,"",8.5,8.1,8.57,8.2,4.6,15.7,"1988","1997",41
"717",247.5,133.91,"sntl_472","Evening Star",472,"Wyoming","SNOTEL","Park",9200,44.65258,-109.78422,100700060301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.6,112,121,107,114,100,68,72,2.5,66,14,26,"",18.4,17,19.34,18.1,9.6,34.3,"2001","1997",39
"718",227.07,150,"sntl_1082","Grand Targhee",1082,"Wyoming","SNOTEL","Teton",9260,43.77933,-110.92783,170402040202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",25.7,89,101,87,85,100,51,53,-4.5,7,14,2,"2nd Lowest",29,25.4,29.69,30.2,23.2,36.2,"2012","2008",15
"719",233.25,160.58,"sntl_497","Granite Creek",497,"Wyoming","SNOTEL","Teton",6770,43.34298,-110.43495,170401030304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.8,89,92,87,92,100,62,67,-0.95,33,23,12,"",12.2,11.8,12.41,11.75,6.8,25.2,"2010","1997",34
"720",229.69,142.78,"sntl_499","Grassy Lake",499,"Wyoming","SNOTEL","Teton",7265,44.12612,-110.83435,170402030202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.4,88,89,89,91,100,59,60,-2.1,30,29,13,"",23.2,22.9,22.99,22.5,14.8,38,"1987, 2001","1997",41
"721",283.39,164.68,"sntl_501","Grave Springs",501,"Wyoming","SNOTEL","Natrona",8550,43.46643,-107.23977,100902010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.5,59,66,63,67,97,33,35,-1.7,4,28,2,"2nd Lowest",5.9,5.3,5.55,5.2,3.4,9.2,"2003","1997",29
"722",238.15,160.3,"sntl_506","Gros Ventre Summit",506,"Wyoming","SNOTEL","Teton",8750,43.38939,-110.12943,170401020203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,67,70,68,70,100,43,46,-2.6,10,37,4,"",9.3,8.8,9.15,8.8,5.2,18.3,"2010","1997",41
"723",242.04,161.01,"sntl_944","Gunsight Pass",944,"Wyoming","SNOTEL","Sublette",9820,43.38332,-109.87815,170401020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.5,90,94,91,96,100,55,62,-0.4,41,14,10,"",9.4,9,9.37,8.9,5.3,15.6,"2010","2017",23
"724",225.45,185.77,"sntl_509","Hams Fork",509,"Wyoming","SNOTEL","Lincoln",7840,42.146,-110.67833,140401070504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.7,93,96,92,97,100,64,69,-0.2,47,19,17,"",8.3,8,8.37,7.9,4.9,15.3,"2010","1997",35
"725",289.43,148.09,"sntl_512","Hansen Sawmill",512,"Wyoming","SNOTEL","Johnson",8360,44.25602,-106.97983,100902060101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4,98,95,94,93,100,52,54,-0.3,36,26,14,"",4.1,4.2,4.27,4.3,1.9,6,"2007","2017",40
"726",225.98,182.45,"sntl_544","Indian Creek",544,"Wyoming","SNOTEL","Lincoln",9425,42.30023,-110.67753,140401070502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.7,73,79,74,79,100,46,51,-3.3,11,35,3,"",17.3,16,17.22,16,11.7,34.1,"1994","1997",39
"727",223.9,182.89,"sntl_554","Kelley R.S.",554,"Wyoming","SNOTEL","Lincoln",8180,42.26554,-110.80177,140401070501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.1,86,93,85,94,100,55,60,-0.6,37,25,15,"",10.6,9.8,10.68,9.7,6.4,21.1,"1994","1997",39
"728",239.46,163.58,"sntl_555","Kendall R.S.",555,"Wyoming","SNOTEL","Sublette",7740,43.2493,-110.01662,140401010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.3,89,97,87,95,100,61,67,-0.45,46,20,16,"",9.3,8.6,9.49,8.75,4.1,20.1,"2010","1997",36
"729",252.16,151.97,"sntl_560","Kirwin",560,"Wyoming","SNOTEL","Park",9550,43.86067,-109.32163,100800090101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.6,97,108,89,99,100,50,55,-0.1,48,22,20,"",6.8,6.1,7.38,6.7,3.2,14.6,"1981","2018",41
"730",302.59,189.41,"sntl_571","Laprele Creek",571,"Wyoming","SNOTEL","Converse",8375,42.43583,-105.86083,101800071201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,72,80,73,80,100,44,46,-1.2,24,30,7,"",6.8,6.1,6.7,6.1,2.9,12.8,"2013","1997",39
"731",251.94,180.1,"sntl_1134","Larsen Creek",1134,"Wyoming","SNOTEL","Sublette",9000,42.5801,-109.0883,101800060101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.3,NA,52,60,61,100,37,39,-2.8,20,9,2,"2nd Lowest",NA,8.2,7.13,7.1,3.8,16.1,"2020","2017",11
"732",232.55,141.41,"sntl_577","Lewis Lake Divide",577,"Wyoming","SNOTEL","Teton",7850,44.20862,-110.66628,170401010104,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.3,84,86,86,94,100,55,58,-1.3,32,28,14,"",22.9,22.4,22.48,20.6,11.6,45.9,"2001","1997",41
"733",287.09,141.53,"sntl_1131","Little Goose",1131,"Wyoming","SNOTEL","Johnson",8870,44.54315,-107.17865,100901010105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,NA,NA,106,102,100,50,55,0.1,60,5,7,"",NA,NA,6.35,6.6,3.6,8.3,"2016","2012",11
"734",282.02,217.13,"sntl_1047","Little Snake River",1047,"Wyoming","SNOTEL","Carbon",8915,41.07053,-106.94283,140500030103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.5,83,89,83,96,100,55,53,-0.6,38,11,7,"",18.6,17.4,18.56,16.1,13,27.9,"2007","2006",17
"735",244.38,158.72,"sntl_585","Little Warm",585,"Wyoming","SNOTEL","Fremont",9370,43.50278,-109.752,100800010212,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.5,88,94,87,93,100,52,60,-0.5,33,29,15,"",7.4,6.9,7.49,7,4.4,14.2,"2010","1997",43
"736",237.29,164.91,"sntl_597","Loomis Park",597,"Wyoming","SNOTEL","Sublette",8240,43.17387,-110.14007,140401010201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,81,86,79,84,100,52,58,-1.7,28,30,12,"",11,10.4,11.25,10.6,5.7,23.7,"2010","1997",41
"737",254.75,142.65,"sntl_616","Marquette",616,"Wyoming","SNOTEL","Park",8760,44.3016,-109.24019,100800130303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.6,NA,NA,52,52,100,22,24,-2.4,13,34,6,"",NA,NA,5.03,5,1.4,9.9,"2006","1997",39
"738",292.38,211.53,"sntl_1196","Med Bow",1196,"Wyoming","SNOTEL","Carbon",10500,41.37833,-106.34681,101800040302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",25.9,NA,NA,104,105,100,65,63,1.2,63,4,6,"",NA,NA,24.91,24.7,15.5,32,"2013","2020",9
"739",284.71,161.31,"sntl_625","Middle Powder",625,"Wyoming","SNOTEL","Washakie",7760,43.62728,-107.18138,100800080205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.4,74,78,76,81,95,39,41,-1.3,17,36,8,"",7.3,6.9,7.08,6.7,4.2,13.4,"2002","1995",43
"740",240.07,166.68,"sntl_661","New Fork Lake",661,"Wyoming","SNOTEL","Sublette",8340,43.11265,-109.94947,140401020201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.4,86,88,83,87,100,57,59,-0.95,26,27,9,"",7.4,7.3,7.71,7.35,3.5,13.9,"2010","2017",36
"741",291.81,212.51,"sntl_668","North French Creek",668,"Wyoming","SNOTEL","Carbon",10130,41.3308,-106.37555,101800020502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.1,94,101,93,98,100,52,53,-0.3,48,23,20,"",19.3,18,19.51,18.4,9.6,33.5,"1981","2011",43
"742",281.8,215.27,"sntl_673","Old Battle",673,"Wyoming","SNOTEL","Carbon",10000,41.15397,-106.96937,101800020901,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.8,89,89,89,90,100,50,50,-2.1,38,26,16,"",21.1,21.2,21.05,20.9,10.2,34.6,"1981","1997",41
"743",256.38,156.99,"sntl_676","Owl Creek",676,"Wyoming","SNOTEL","Hot Springs",8975,43.65868,-109.00988,100800070103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.2,65,69,63,63,88,34,36,-1.3,20,33,6,"",3.4,3.2,3.49,3.5,1.5,6.2,"1985","1997",41
"744",245.76,131.86,"sntl_683","Parker Peak",683,"Wyoming","SNOTEL","Park",9400,44.73396,-109.91484,100700010502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.6,111,120,105,113,100,62,68,1.9,67,14,27,"",14.9,13.8,15.82,14.7,10.6,25.5,"1988, 2001","1997",40
"745",226.41,155.68,"sntl_689","Phillips Bench",689,"Wyoming","SNOTEL","Teton",8200,43.51687,-110.91258,170401030504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.9,91,98,91,98,100,57,59,-0.4,45,23,18,"",18.6,17.3,18.56,17.3,11.4,34.6,"1981","1997",41
"746",286.93,149.86,"sntl_703","Powder River Pass",703,"Wyoming","SNOTEL","Johnson",9480,44.16188,-107.12622,100800080304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,111,114,108,110,100,65,67,0.7,67,15,29,"",7.2,7,7.42,7.3,4,12.9,"2016","2018",43
"747",299.29,186.1,"sntl_716","Reno Hill",716,"Wyoming","SNOTEL","Natrona",8400,42.57111,-106.08889,101800070901,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6,67,71,66,71,98,36,37,-2.4,11,35,5,"",9,8.4,9.03,8.4,4.8,17.9,"1991","1997",39
"748",277.8,209.37,"sntl_1015","Sage Creek Basin",1015,"Wyoming","SNOTEL","Carbon",7850,41.401,-107.25717,101800020802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.4,80,81,76,76,100,51,50,-2.3,21,16,5,"",9.3,9.1,9.73,9.7,5.5,14.9,"2015","2011",20
"749",223.02,177.41,"sntl_730","Salt River Summit",730,"Wyoming","SNOTEL","Lincoln",7640,42.5075,-110.9099,170401050101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.9,87,90,86,93,100,56,58,-0.6,32,28,13,"",9.1,8.8,9.21,8.5,4.3,18.6,"1981","1997",41
"750",293.64,209.82,"sntl_731","Sand Lake",731,"Wyoming","SNOTEL","Carbon",10050,41.46257,-106.28107,101800040101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.3,97,103,96,100,100,53,55,0,50,20,20,"",18.9,17.8,19.09,18.3,10.8,30.3,"2002","2011",39
"751",278.45,215.8,"sntl_732","Sandstone RS",732,"Wyoming","SNOTEL","Carbon",8150,41.11172,-107.1706,140500030208,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.7,82,84,84,85,80,54,55,-1.4,34,24,13,"",9.4,9.2,9.18,9.1,5.1,16.8,"2002","1997",36
"752",283.13,142,"sntl_751","Shell Creek",751,"Wyoming","SNOTEL","Big Horn",9580,44.50012,-107.42947,100800100101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.6,104,108,103,107,100,57,57,0.7,59,18,25,"",10.2,9.8,10.3,9.9,5.6,16.5,"2016","2018",42
"753",232.25,143.01,"sntl_764","Snake River Station",764,"Wyoming","SNOTEL","Teton",6920,44.13361,-110.66917,170401010402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.1,88,89,88,88,100,62,62,-1.45,26,24,9,"",12.6,12.5,12.64,12.55,6.9,23.4,"2010","1997",32
"754",228.92,178.61,"sntl_765","Snider Basin",765,"Wyoming","SNOTEL","Sublette",8060,42.4949,-110.53203,140401010906,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.4,90,99,88,97,100,59,65,-0.3,44,23,18,"",9.3,8.5,9.58,8.7,5.2,19.8,"1981","1997",40
"755",289.14,146.03,"sntl_1132","Soldier Park",1132,"Wyoming","SNOTEL","Johnson",8720,44.34847,-107.0136,100902060103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.9,NA,NA,41,44,90,20,22,-2.4,10,10,1,"Lowest",NA,NA,4.63,4.3,1.9,9.3,"2016, 2021","2012",11
"756",289.76,212.32,"sntl_772","South Brush Creek",772,"Wyoming","SNOTEL","Carbon",8440,41.32943,-106.50248,101800020303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.7,83,86,84,88,100,50,53,-0.9,25,31,10,"",8.1,7.8,8.02,7.6,4.2,13.4,"1981","1997, 2011",41
"757",255.78,180.78,"sntl_775","South Pass",775,"Wyoming","SNOTEL","Fremont",9040,42.57317,-108.84325,100800030101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.2,56,63,59,66,100,34,38,-3.15,0,36,1,"Lowest",11,9.9,10.52,9.35,6.2,22.9,"2021","1997",36
"758",226.99,177.64,"sntl_779","Spring Creek Divide",779,"Wyoming","SNOTEL","Sublette",9000,42.52516,-110.66148,140401011001,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",14.8,89,93,86,92,100,52,57,-1.25,31,28,12,"",16.7,16,17.23,16.05,9.4,31.6,"1981","1997",40
"759",252.01,170.14,"sntl_786","St. Lawrence Alt",786,"Wyoming","SNOTEL","Fremont",8620,43.03313,-109.17025,100800020105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0.4,9,9,10,10,33,5,6,-3.7,0,38,1,"Lowest",4.4,4.4,4.02,4.1,0.4,7.5,"2021","1997",38
