"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1981_2010_Average","Percent_NRCS_1981_2010_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_of_Average_Water_Year_Peak_POR","Percent_of_Median_Water_Year_Peak_POR","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1981_2010_Average_inches","NRCS_1981_2010_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Swift Creek",1012,"Washington","SNOTEL","Skamania",4440,46.1638,-122.18402,170800020304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",49.3,136,121,121,112,100,69,68,5.2,72,6,14,"",36.3,40.9,40.86,44.1,3.2,70.7,"2015","2008",19
"Sylvan Lake",806,"Wyoming","SNOTEL","Park",8420,44.47764,-110.15651,100700010404,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.4,86,91,86,92,100,55,55,-1.1,25,31,9,"",14.4,13.6,14.38,13.5,9,26.1,"1981","1997",41
"Sylvan Road",807,"Wyoming","SNOTEL","Park",7120,44.47825,-110.03808,100800120103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.7,88,92,86,89,100,60,64,-0.95,30,24,11,"",8.8,8.4,9,8.65,5,17,"2001","1997",34
"Tahoe City Cross",809,"California","SNOTEL","Placer",6797,39.17162,-120.15362,160501010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,62,60,68,66,100,47,50,-3.7,33,27,14,"",11.4,11.9,10.41,10.8,0,24.8,"2015, 2018","1983",40
"Takka Wiiya",1247,"Utah","SNOTEL","Juab",9122,39.74104,-113.98262,160203060804,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.8,NA,NA,76,66,100,47,47,-3,14,7,2,"2nd Lowest",NA,NA,7.59,8.8,3.1,9.6,"2018","2017",8
"Taos Powderhorn",1168,"New Mexico","SNOTEL","Taos",11057,36.58203,-105.45611,130201010701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.7,NA,NA,101,106,98,54,58,0.7,60,5,7,"",NA,NA,11.56,11,2,18.6,"2018","2017",11
"Taylor Butte",810,"Oregon","SNOTEL","Klamath",5030,42.69108,-121.42592,180102020606,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.4,52,53,60,58,81,48,48,-2.5,19,35,9,"",6.5,6.4,5.65,5.9,0,13.3,"2015, 2018","2006",43
"Taylor Canyon",811,"Nevada","SNOTEL","Elko",6325,41.2287,-116.0293,170501050105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.6,33,36,34,39,89,25,27,-2.5,22,32,10,"",4.9,4.5,4.7,4.1,0,11.9,"2007, 2015, 2018, more","1984",41
"Taylor Green",812,"Oregon","SNOTEL","Baker",5740,45.07707,-117.55067,170601040502,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.2,108,107,109,112,100,74,75,1.75,59,18,25,"",15,15.2,14.93,14.45,7.9,24.4,"2005","2020",42
"Telaquana Lake",1266,"Alaska","SNOTEL","Bethel",1275,60.98243,-153.91772,190304052303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.4,NA,NA,137,120,100,95,93,0.9,100,1,7,"Highest",NA,NA,3.94,4.5,2.3,5.4,"2015","2021",7
"Temple Fork",1013,"Utah","SNOTEL","Cache",7406,41.793,-111.54605,160102030303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.8,60,63,66,68,100,45,43,-3.6,11,18,3,"",13,12.3,11.84,11.4,6.5,18.8,"2007","2017",20
"Tepee Creek",813,"Montana","SNOTEL","Madison",8000,44.78562,-111.71,100200070602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.6,84,83,84,84,99,51,50,-1.45,33,34,15,"",9.1,9.2,9.01,9.05,3.6,14.8,"1977","1997",50
"Teuchet Creek",951,"Alaska","SNOTEL","Fairbanks North Star",1640,64.94583,-145.51667,190803060301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.1,97,100,95,98,100,65,66,-0.05,49,21,17,"",3.2,3.1,3.28,3.15,1.2,6.1,"1999","1993",40
"Thaynes Canyon",814,"Utah","SNOTEL","Summit",9230,40.6235,-111.53322,160201020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.4,59,64,62,68,100,36,38,-4.5,13,29,5,"",15.8,14.7,15.25,13.9,8.9,29.5,"2012, 2018","2005",33
"Thistle Flat",1226,"Utah","SNOTEL","Sanpete",8787,39.23803,-111.51998,160300040501,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,NA,NA,55,53,100,36,36,-4.4,13,8,2,"2nd Lowest",NA,NA,8.87,9.3,4.7,13.7,"2018","2017",9
"Three Creeks Meadow",815,"Oregon","SNOTEL","Deschutes",5690,44.14425,-121.64095,170703010601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.3,81,82,89,90,100,58,59,-1.3,43,24,18,"",13.9,13.8,12.77,12.6,2.5,29.5,"2018","1999",41
"Thumb Divide",816,"Wyoming","SNOTEL","Teton",7980,44.36917,-110.57717,100700010409,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.9,86,97,87,96,100,55,57,-0.45,45,19,16,"",11.5,10.2,11.39,10.35,4.8,26.9,"2001","1997",34
"Thunder Basin",817,"Washington","SNOTEL","Skagit",4320,48.52753,-120.9895,171100050702,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",24.5,24.1,23.27,22.45,9.5,39.8,"2005","1990",32
"Tie Creek",818,"Wyoming","SNOTEL","Sheridan",6870,44.81243,-107.41017,100901010205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.6,72,70,70,72,96,39,39,-1,19,22,5,"",3.6,3.7,3.72,3.6,0.3,6.4,"2005","2020",27
"Timber Creek",819,"Wyoming","SNOTEL","Park",7950,44.0274,-109.17879,100800090210,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.4,47,45,45,47,93,23,24,-1.55,12,30,5,"",3,3.1,3.1,2.95,0.8,6.1,"2000","1998",34
"Timberline",1097,"Utah","SNOTEL","Carbon",8736,39.67712,-110.43395,140600070903,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.9,NA,NA,51,56,100,36,46,-3.1,15,12,2,"2nd Lowest",NA,NA,7.58,7,2.3,14.8,"2018","2017",14
"Timpanogos Divide",820,"Utah","SNOTEL","Utah",8140,40.42817,-111.61633,160202010802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.7,55,56,55,60,99,36,39,-5.7,19,35,9,"",15.8,15.4,15.81,14.4,4.7,34.9,"2018","1997",43
"Tinkham Creek",899,"Washington","SNOTEL","King",2990,47.33198,-121.46975,171100120101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",21.6,104,100,109,105,100,75,76,0.95,56,13,16,"",20.8,21.6,19.75,20.65,1.3,39.5,"2015","2008",28
"Tipton",821,"Oregon","SNOTEL","Baker",5150,44.65567,-118.42617,170502020101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.3,92,98,96,101,100,69,75,0.1,53,20,22,"",10.1,9.5,9.65,9.2,4.3,17.8,"2014","1983",41
"Tizer Basin",893,"Montana","SNOTEL","Jefferson",6880,46.34937,-111.85308,100301010701,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,77,77,77,76,98,48,49,-1.6,0,33,1,"Lowest",6.6,6.6,6.61,6.7,5.1,8.5,"2021","1990, 1997",33
"Toe Jam",1136,"Nevada","SNOTEL","Elko",7690,41.3187,-116.3408,160401060202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9,NA,NA,74,82,100,50,58,-2,27,9,4,"",NA,NA,12.16,11,7.3,24.6,"2018","2017",12
"Togwotee Pass",822,"Wyoming","SNOTEL","Teton",9580,43.74902,-110.0578,100800010201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.4,96,102,95,100,100,58,62,0,50,21,21,"",17,16,17.27,16.4,11.6,28,"1992","1997",41
"Toketee Airstrip",1044,"Oregon","SNOTEL","Douglas",3240,43.22718,-122.42537,171003010404,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",1.4,35,44,51,82,100,28,35,-0.3,47,10,8,"",4,3.2,2.74,1.7,0,13.9,"2014, 2015, 2018, more","2008",18
"Tokositna Valley",1089,"Alaska","SNOTEL","Matanuska-Susitna",850,62.63,-150.77617,190205020903,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",11.6,109,127,105,106,99,77,77,0.7,64,6,10,"",10.6,9.1,11.06,10.9,7.3,18.6,"2015","2020",15
"Tolby",934,"New Mexico","SNOTEL","Colfax",10180,36.47493,-105.19468,110800020107,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.1,82,82,90,89,96,65,61,-0.6,36,15,9,"",6.2,6.2,5.67,5.7,0.4,10,"2018","2007",23
"Tony Grove Lake",823,"Utah","SNOTEL","Cache",8474,41.89833,-111.62957,160102030304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.2,67,72,66,70,100,42,41,-7,12,38,6,"",24.1,22.6,24.5,23.2,10.9,49.8,"1981","1997",43
"Tony Grove RS",1113,"Utah","SNOTEL","Cache",6332,41.88573,-111.56918,160102030304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,NA,NA,73,71,100,56,52,-2.5,27,9,4,"",NA,NA,8.39,8.6,3.7,15.2,"2018","2017",12
"Touchet",824,"Washington","SNOTEL","Columbia",5530,46.11868,-117.8505,170701020303,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.5,84,89,90,95,100,61,65,-1.1,42,23,17,"",24.5,23.1,22.72,21.6,6.5,43.7,"2005","1997",39
"Tower",825,"Colorado","SNOTEL","Routt",10500,40.53743,-106.6768,140500010407,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",21.9,71,70,73,71,100,43,42,-9.15,12,37,6,"",30.8,31.1,30.13,31.05,12.9,47.2,"1981","1997",42
"Townsend Creek",826,"Wyoming","SNOTEL","Fremont",8700,42.69525,-108.89572,100800030203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,54,56,56,58,100,29,30,-2.3,3,40,1,"Lowest",5.9,5.7,5.7,5.5,3.2,8.6,"2013, 2021","2017",41
"Trapper Lake",827,"Colorado","SNOTEL","Garfield",9700,39.99884,-107.2362,140500050101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,11.54,11.3,3.1,25,"2018","1997",35
"Tres Ritos",1083,"New Mexico","SNOTEL","Taos",8600,36.12778,-105.52714,130201010903,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0,NA,NA,0,0,0,0,0,-2.2,29,11,1,"Lowest",NA,NA,2.01,2.2,0,5.4,"2017, 2018, 2021, more","2008",15
"Trial Lake",828,"Utah","SNOTEL","Summit",9992,40.678,-110.94873,160202030102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.1,65,68,64,68,100,37,39,-4.7,17,36,8,"",15.6,14.8,15.87,14.8,6.2,32.1,"1992","2017",43
"Trinchera",829,"Colorado","SNOTEL","Costilla",10860,37.35328,-105.23233,130100020601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,131,135,128,130,100,81,80,2.05,77,8,24,"",6.8,6.6,6.93,6.85,2.2,11.5,"1990","2008",32
"Trinity",1171,"Washington","SNOTEL","Chelan",2930,48.0747,-120.8493,170200110302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",30.4,NA,NA,123,118,100,91,90,4.6,100,1,11,"Highest",NA,NA,24.81,25.8,13.6,30.4,"2014","2021",11
"Trinity Mtn.",830,"Idaho","SNOTEL","Elmore",7770,43.62903,-115.43818,170501110703,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",20.4,78,77,81,89,100,52,53,-2.5,30,29,13,"",26.3,26.4,25.25,22.9,13.1,55.8,"1991","1997",41
"Triple Peak",831,"Wyoming","SNOTEL","Sublette",8500,42.76393,-110.5914,140401010503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.7,99,105,94,101,100,61,67,0.1,54,17,19,"",15.9,14.9,16.78,15.6,7.9,30.3,"1992","1997, 2017",36
"Trough",832,"Washington","SNOTEL","Kittitas",5480,47.23328,-120.29412,170200100402,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,114,110,108,110,88,75,82,0.8,64,16,28,"",7.8,8.1,8.23,8.1,0.5,14.7,"2005","1995",43
"Trout Creek",833,"Utah","SNOTEL","Uintah",9518,40.739,-109.6728,140600100802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.2,48,54,49,54,100,27,27,-2.7,5,41,3,"",6.6,5.9,6.47,5.9,2.6,16.4,"2015","2005",43
"Truckee #2",834,"California","SNOTEL","Placer",6509,39.30087,-120.18407,160501020204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.8,89,95,91,100,100,60,66,0,50,21,19,"",12.2,11.4,11.84,10.8,2.3,26.2,"2018","2017",41
"Turnagain Pass",954,"Alaska","SNOTEL","Kenai Peninsula",1880,60.78043,-149.18325,190203020406,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",32.9,125,129,131,132,98,78,84,8,84,7,32,"",26.3,25.6,25.09,24.9,11.5,52.4,"2015","2001",38
"Twelvemile Creek",835,"Montana","SNOTEL","Ravalli",5600,46.14287,-114.44755,170102050601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12.9,103,107,96,99,97,69,72,-0.1,49,28,27,"",12.5,12.1,13.43,13,5.6,25.6,"1981","1972",54
"Twin Lakes",836,"Montana","SNOTEL","Ravalli",6400,46.1438,-114.5056,170102050601,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",26.1,95,99,90,96,100,62,62,-1.2,36,35,20,"",27.6,26.4,29.12,27.3,12,48.4,"1977","1972",54
"Two Ocean Plateau",837,"Wyoming","SNOTEL","Teton",9240,44.15178,-110.22122,170401010201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.2,90,95,88,92,100,52,54,-1.5,40,25,17,"",20.2,19.1,20.76,19.7,12.2,36.6,"1992","1997",41
"University Camp",838,"Colorado","SNOTEL","Boulder",10300,40.03279,-105.57615,101900050401,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.4,73,76,71,74,100,36,37,-2.65,17,35,8,"",10.2,9.7,10.48,10.05,3,22.2,"1981","1996",42
"Upper Chena",952,"Alaska","SNOTEL","Fairbanks North Star",2850,65.1,-144.93317,190803060102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5.1,4.6,5.01,4.8,2.4,12.7,"1996","1993",23
"Upper Joes Valley",1227,"Utah","SNOTEL","Emery",8596,39.4155,-111.2491,140600090201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4,NA,NA,59,60,93,40,45,-2.7,13,8,2,"2nd Lowest",NA,NA,6.83,6.7,1.8,13.2,"2018","2017",9
"Upper Nome Creek",1090,"Alaska","SNOTEL","Yukon-Koyukuk",2520,65.3671,-146.592,190804020304,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,6.6,6.6,6.6,6.6,"2020","2020",1
"Upper Rio Grande",839,"Colorado","SNOTEL","Hinsdale",9400,37.72194,-107.26015,130100010106,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,102,98,102,100,100,69,74,0,53,17,18,"",4.8,5,4.81,4.9,0.1,9.3,"2000","2008",35
"Upper San Juan",840,"Colorado","SNOTEL","Mineral",10200,37.48576,-106.83535,140801010203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.1,90,90,90,93,99,57,58,-1.4,40,26,17,"",21.2,21.2,21.21,20.5,5.7,42.5,"2000","1979",43
"Upper Taylor",1141,"Colorado","SNOTEL","Gunnison",10640,38.99007,-106.74502,140200010101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.9,NA,NA,90,101,100,57,65,0.05,55,6,7,"",NA,NA,9.89,8.85,4.9,20.3,"2013","2017",12
"Upper Tsaina River",1055,"Alaska","SNOTEL","Valdez-Cordova",1750,61.19112,-145.64807,190201040203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.3,99,103,101,101,100,72,73,0.1,59,8,11,"",15.5,14.8,15.17,15.2,9.8,22.9,"2013","2012",18
"Upper Wheeler",841,"Washington","SNOTEL","Chelan",4330,47.28734,-120.37015,170200100310,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.6,88,86,93,99,100,67,66,-0.05,49,21,20,"",9.8,10,9.27,8.65,5.6,14.2,"2014","1999",40
"Usu Doc Daniel",1098,"Utah","SNOTEL","Rich",8270,41.86425,-111.50603,160102010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.3,NA,NA,68,73,100,40,44,-4.95,0,14,1,"Lowest",NA,NA,19.43,18.25,13.3,33.4,"2021","2017",14
"Ute Creek",1005,"Colorado","SNOTEL","Costilla",10650,37.61497,-105.37327,130100020604,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.5,94,103,110,117,98,72,76,1.4,65,8,14,"",10.1,9.2,8.64,8.1,1.4,18.3,"2018","2008",21
"Vacarro Springs",1137,"Nevada","SNOTEL","Eureka",7890,39.4495,-115.9834,160600051503,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.2,NA,NA,65,76,100,49,58,-1.3,44,6,4,"",NA,NA,6.42,5.5,2,11.2,"2012","2019",10
"Vacas Locas",1017,"New Mexico","SNOTEL","Rio Arriba",9306,36.02635,-106.81362,130202020102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.4,74,68,88,84,98,63,62,-1.25,37,13,7,"",8.7,9.4,7.27,7.65,1.1,11.5,"2006","2017",20
"Vail Mountain",842,"Colorado","SNOTEL","Eagle",10300,39.61676,-106.38006,140100030102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",10.4,78,90,79,87,100,43,48,-1.5,26,32,12,"",13.4,11.5,13.21,11.9,6.9,23.5,"2013","1997",43
"Vallecito",843,"Colorado","SNOTEL","La Plata",10880,37.4851,-107.5068,140801011105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.7,82,85,85,91,100,54,66,-1,41,21,13,"",11.8,11.4,11.39,10.7,2,23.7,"1990","2005",35
"Van Wyck",979,"Idaho","SNOTEL","Washington",4920,44.37665,-116.3366,170501240902,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.7,66,59,82,81,100,65,74,-1.3,37,13,8,"",8.6,9.6,6.94,7,0,14.2,"2015","2008",20
"Vernon Creek",844,"Utah","SNOTEL","Tooele",7401,39.93667,-112.41478,160203040102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.9,63,77,62,77,100,40,44,-1.5,24,33,11,"",7.8,6.4,7.86,6.4,2.7,16.4,"2000, 2018","1997",43
"Vienna Mine",845,"Idaho","SNOTEL","Blaine",8960,43.79942,-114.85273,170602010201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.4,84,88,83,89,100,53,53,-2.35,31,28,13,"",21.9,20.8,22.19,20.75,12.3,46.1,"1994","1997",40
"Virginia Lakes Ridge",846,"California","SNOTEL","Mono",9400,38.07298,-119.23433,160503010103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8,68,71,70,73,100,40,46,-2.9,38,27,16,"",11.8,11.3,11.36,10.9,1.1,27,"1991","2017",43
"Wager Gulch",1188,"Colorado","SNOTEL","Hinsdale",11100,37.88248,-107.3643,140200020602,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.8,NA,NA,104,93,100,68,65,-0.55,33,7,4,"",NA,NA,6.54,7.35,3.1,8.6,"2018","2017",10
"Waldron",847,"Montana","SNOTEL","Teton",5600,47.91998,-112.79087,100302050102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",6.1,81,86,76,77,100,51,54,-1.8,21,42,12,"",7.5,7.1,8.08,7.9,3.5,14.9,"2005","1972",53
"Ward Creek #3",848,"California","SNOTEL","Placer",6745,39.13545,-120.21865,160501010403,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",23.9,23.5,23.2,22.9,5.8,48.5,"2015","2017",41
"Ward Mountain",849,"Nevada","SNOTEL","White Pine",9163,39.13242,-114.95575,150100110105,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",3.1,34,37,36,38,100,22,24,-5,7,38,4,"",9,8.4,8.53,8.1,2.5,18.7,"2012","2005",41
"Warm Springs",850,"Montana","SNOTEL","Granite",7800,46.27368,-113.164,170102010302,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.6,119,124,114,119,100,66,69,2.65,79,10,35,"",13.9,13.4,14.56,13.95,8.2,25.6,"2005","2018",44
"Waterhole",974,"Washington","SNOTEL","Clallam",5010,47.94485,-123.42594,171100200506,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",38.6,137,130,142,131,100,93,88,9.2,86,4,19,"",28.1,29.6,27.15,29.4,1.7,44,"2015","2008",22
"Webber Springs",852,"Wyoming","SNOTEL","Carbon",9250,41.15946,-106.92714,101800020406,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.7,85,87,86,89,100,53,55,-1.7,35,27,14,"",16.2,15.8,16.01,15.4,6,29,"1981","1982",41
"Webster Flat",853,"Utah","SNOTEL","Iron",9203,37.575,-112.90155,150100080101,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10.2,9,10.29,9.05,3.9,23.1,"2002, 2003","2005",40
"Wells Creek",909,"Washington","SNOTEL","Whatcom",4030,48.8661,-121.78976,171100040103,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",29.2,129,120,131,128,100,83,82,6.35,80,6,20,"",22.7,24.4,22.37,22.85,5.3,35.2,"2015","1999",26
"Weminuche Creek",1160,"Colorado","SNOTEL","Archuleta",10740,37.51976,-107.32152,140801020203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",12,NA,NA,100,99,100,69,73,-0.1,40,7,5,"",NA,NA,12.03,12.1,3,17.9,"2018","2017",11
"Wesner Springs",854,"New Mexico","SNOTEL","San Miguel",11120,35.77556,-105.5425,130600010802,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.6,45,45,49,49,96,32,31,-4.8,6,30,3,"",10.3,10.3,9.39,9.4,0.5,17,"2018","1993",32
"West Branch",855,"Idaho","SNOTEL","Adams",5560,45.0722,-116.45413,170501240201,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",15.9,99,101,103,102,100,72,72,0.35,56,18,23,"",16,15.7,15.46,15.55,8.7,26.6,"2001","1999",40
"West Yellowstone",924,"Montana","SNOTEL","Gallatin",6700,44.65866,-111.09199,100200070205,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.3,86,99,81,87,100,56,58,-1.1,37,35,19,"",8.5,7.4,9.05,8.4,2.8,17.1,"1977","1971",55
"Wheeler Peak",1147,"Nevada","SNOTEL","White Pine",10060,39.00995,-114.31021,160203010801,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.5,NA,NA,58,68,98,30,39,-2.1,20,9,3,"",NA,NA,7.78,6.6,2.2,16,"2018","2011",11
"Whiskey Ck",857,"Colorado","SNOTEL","Las Animas",10220,37.21411,-105.12245,110200100102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7.1,103,106,103,103,100,61,63,0.2,57,18,23,"",6.9,6.7,6.93,6.9,1,12.6,"1981","2017",41
"Whiskey Creek",858,"Montana","SNOTEL","Gallatin",6800,44.61088,-111.14998,100200070203,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",9.3,82,90,82,89,100,53,55,-1.15,31,35,15,"",11.4,10.3,11.39,10.45,4.3,20.2,"1977","1997",50
"Whiskey Park",859,"Wyoming","SNOTEL","Carbon",8950,41.00289,-106.90848,140500030102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",18.3,99,102,98,103,100,60,60,0.6,56,16,20,"",18.5,17.9,18.75,17.7,11,31.3,"1992","1997",35
"White Elephant",860,"Idaho","SNOTEL","Fremont",7710,44.53267,-111.41085,170402020305,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",13.8,73,78,75,82,100,46,48,-3,15,34,7,"",19,17.7,18.4,16.8,10.1,42.7,"1987","1997",40
"White Horse Lake",861,"Arizona","SNOTEL","Coconino",7180,35.14202,-112.14915,150602020204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",2.7,64,59,75,90,60,47,56,-0.3,48,22,20,"",4.2,4.6,3.61,3,0,12.8,"2014, 2015, 2018, more","1985",41
"White Mill",862,"Montana","SNOTEL","Park",8700,45.04575,-109.90987,100700060202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.7,120,124,113,115,99,70,74,2.55,74,13,36,"",16.4,15.9,17.4,17.15,9,32,"2001","2018",48
"White Pass E.S.",863,"Washington","SNOTEL","Yakima",4440,46.64142,-121.38153,170300020301,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",19.7,113,117,117,119,100,84,86,3.15,72,12,28,"",17.5,16.9,16.89,16.55,2.5,41.8,"2005","1997",40
"White River #1",864,"Utah","SNOTEL","Wasatch",8641,39.9645,-110.98845,140600070102,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",4.3,49,52,49,51,100,32,33,-4.1,7,39,4,"",8.8,8.3,8.78,8.4,3.9,20.1,"1981, 1987","1997",42
"Widtsoe #3",865,"Utah","SNOTEL","Garfield",9640,37.83633,-111.88163,160300020403,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",5.9,75,84,75,79,100,43,50,-1.6,31,30,12,"",7.9,7,7.82,7.5,1.5,23.4,"2018","2005",43
"Wild Basin",1042,"Colorado","SNOTEL","Boulder",9560,40.20105,-105.60248,101900050202,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",8.1,NA,NA,76,79,100,42,44,-2.15,13,14,3,"",NA,NA,10.71,10.25,6.6,18.4,"2013","2017",16
"Wildcat",866,"Arizona","SNOTEL","Greenlee",7850,33.75835,-109.47973,150601010109,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",0,0,0,0,0,0,0,0,-3,19,30,1,"Lowest",3.6,3.3,3,3,0,9.5,"2015, 2018, 2021, more","1985",37
"Wildhorse Divide",867,"Idaho","SNOTEL","Bannock",6490,42.75743,-112.47783,170402080504,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",7,60,68,62,69,100,43,45,-3.1,14,32,4,"",11.7,10.3,11.31,10.1,5.4,21,"2018","1997",37
"Willow Creek",868,"Wyoming","SNOTEL","Lincoln",8080,42.81513,-110.83515,170401050204,"February 11, 2021, end of day ","2-12-2021, 04:46 PM CST",16.3,84,88,83,88,100,51,53,-2.15,28,29,12,"",19.4,18.5,19.7,18.45,7.1,33.1,"1981","1997",40
